application_id,application_channel,product_applied,requested_limit,city_tier,state,residence_type,residence_stability,existing_bank_rel,num_existing_products,preferred_lang,employer_category,employment_type,years_in_current_job,total_work_exp_years,gross_annual_income,net_monthly_income,income_proof_type,income_verified_flag,salary_account_flag,avg_monthly_credit,income_stability_score,employer_stability_score,bureau_score,bureau_score_vintage,num_active_loans,num_active_cards,num_closed_loans,total_active_balance,total_credit_limit_bureau,bureau_utilization,credit_age_oldest,credit_age_newest,credit_age_avg,num_inquiries_1m,num_inquiries_3m,num_inquiries_6m,dpd_30_ever,dpd_60_ever,dpd_90_ever,written_off_ever,settled_ever,num_delinquent_now,home_loan_flag,home_loan_emi,personal_loan_flag,personal_loan_emi,auto_loan_flag,auto_loan_emi,total_existing_emi,foir,num_credit_cards_existing,total_card_limit_existing,banking_vintage_months,avg_monthly_balance,min_monthly_balance,balance_stability,fixed_deposit_flag,fd_amount,investment_flag,premium_banking_flag,internal_app_score,bureau_score_segment,debt_to_income_ratio,repayment_capacity,leverage_ratio,credit_to_income,payment_track_score,relationship_score,fraud_risk_score,policy_override_flag,approved,credit_limit_assigned
321143,DSA,Gold,200000,Tier2,AP,Rented,46,0,0,Regional,SME,Business-Owner,0.1,0.4,618046,36590,CA-Certificate,1,1,38526,96.1,49.5,775,57,4,4,0,2065837,1953102,1.058,104,17,60,2,5,6,1,0,0,0,0,1,0,0,1,19550,0,0,19550,0.534,4,487545,0,0,0,0.0,0,0,1,0,287.3,Good,3.343,0.466,3.343,3.16,0.628,0.468,0.7,0,1,50000
321144,Pre-approved,Gold,50000,Tier1,Others,Owned,75,0,0,Regional,Self-Employed,Professional,2.1,2.8,874620,49472,Form16,1,1,44690,89.6,59.6,772,28,5,2,4,3232822,1704664,1.5,49,19,34,4,6,7,0,0,0,0,0,2,1,23852,1,19880,0,0,43732,0.884,1,91416,0,0,0,0.0,0,0,0,0,101.7,Good,3.696,0.116,3.696,1.949,0.77,0.255,1.1,0,0,0
321145,Online,Classic,75000,Tier1,MH,Owned,107,0,0,Regional,Large-Private,Business-Owner,6.6,6.8,1018502,56007,ITR,1,0,44817,72.2,20.1,589,34,1,1,5,2732039,1090531,1.5,182,34,108,1,4,4,0,0,0,1,0,1,1,40792,0,0,1,10097,50889,0.909,3,227615,0,0,0,0.0,1,562884,1,0,988.1,Poor,2.682,0.091,2.682,1.071,0.789,0.224,18.8,0,0,0
321146,Online,Platinum,100000,Tier3,AP,Owned,30,1,1,Regional,Gig,Salaried,5.9,6.9,1083358,59714,CA-Certificate,1,1,59641,75.9,18.5,732,48,2,0,4,1529027,1732545,0.883,190,20,105,1,1,3,1,0,0,0,0,1,1,57045,1,7275,0,0,64320,1.077,0,0,81,267948,114695,0.613,0,0,0,0,457.3,Good,1.411,0.0,1.411,1.599,0.317,0.62,26.9,0,1,10000
321147,Branch,Gold,50000,Tier1,RJ,Rented,6,0,0,Hindi,Large-Private,Salaried,1.7,3.0999999999999996,4249571,242673,Bank-Statement,0,0,12948,83.6,8.6,368,29,5,0,3,2632755,303394,1.5,68,23,45,2,3,3,0,0,0,0,0,1,0,0,1,27529,0,0,27529,0.113,1,133166,0,0,0,0.0,0,0,1,0,764.6,Very Poor,0.62,0.887,0.62,0.071,0.919,0.563,1.0,0,0,0
321148,Branch,Classic,150000,Tier1,UP,Family-owned,82,1,2,Regional,SME,Salaried,2.9,6.0,2734055,172282,ITR,1,1,163228,30.4,76.3,545,51,0,3,0,1749920,1417376,1.235,23,29,26,2,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,4,473607,87,362258,166576,0.277,0,0,0,1,241.6,Very Poor,0.64,1.0,0.64,0.518,0.249,0.563,15.8,0,1,10000
321149,Pre-approved,Classic,50000,Tier1,TN,Company-provided,111,0,0,Hindi,PSU,Business-Owner,0.4,1.2000000000000002,4711744,270357,Form16,1,0,30190,17.5,44.6,665,38,2,0,3,1150375,1444678,0.796,223,26,124,4,4,7,0,1,0,0,0,2,0,0,0,0,1,19978,19978,0.074,2,472903,0,0,0,0.0,0,0,0,0,387.4,Fair,0.244,0.926,0.244,0.307,0.881,0.526,6.8,1,0,0
321150,DSA,Platinum,200000,Tier3,RJ,Owned,31,1,2,Regional,Large-Private,Salaried,9.0,12.8,2784255,164921,ITR,1,0,19962,83.9,70.9,613,43,6,0,4,4748614,1385440,1.5,166,15,90,0,4,7,0,0,0,0,0,2,1,13950,0,0,0,0,13950,0.085,0,0,36,146207,58072,0.595,0,0,0,0,379.5,Poor,1.706,0.915,1.706,0.498,0.775,0.619,0.3,0,0,0
321151,Online,Classic,50000,Tier2,KA,Owned,78,1,2,English,Large-Private,Salaried,7.1,7.3999999999999995,1375451,86371,Form16,1,1,89554,71.6,51.2,380,27,1,0,6,4946046,417676,1.5,229,27,128,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,14,438309,183601,0.201,1,273149,1,0,274.7,Very Poor,3.596,1.0,3.596,0.304,0.521,0.638,5.6,0,0,0
321152,Branch,Platinum,300000,Tier2,MH,Family-owned,64,1,2,English,Large-Private,Self-Employed,3.5,6.6,3172125,193522,ITR,1,1,187803,86.7,42.4,440,20,5,2,1,4532252,1500582,1.5,123,12,67,2,4,8,0,0,0,0,0,2,1,66550,1,25726,0,0,92276,0.477,2,199305,59,74482,41076,0.744,0,0,0,1,568.6,Very Poor,1.429,0.523,1.429,0.473,0.78,0.92,3.0,0,0,0
321153,DSA,Gold,200000,Tier2,KA,Owned,35,1,3,Regional,PSU,Salaried,3.7,3.8000000000000003,4617463,285870,Form16,1,1,269635,64.2,27.2,522,56,7,1,6,968794,239947,1.5,14,16,15,2,3,4,1,0,0,0,0,2,0,0,1,17899,1,14698,32597,0.114,2,213327,92,489202,257311,0.771,0,0,0,0,982.7,Very Poor,0.21,0.886,0.21,0.052,0.55,0.788,8.4,0,0,0
321154,Online,Platinum,200000,Tier2,UP,Family-owned,82,0,0,Hindi,Govt,Salaried,4.1,9.2,2775126,165944,CA-Certificate,1,1,161310,78.3,16.7,732,55,2,2,9,1863589,1265041,1.473,55,35,45,3,4,4,0,0,0,0,0,0,0,0,1,2668,0,0,2668,0.016,1,87669,0,0,0,0.0,0,0,1,0,392.3,Good,0.672,0.984,0.672,0.456,0.948,0.543,0.3,0,1,205000
321155,Pre-approved,Classic,100000,Tier2,GJ,Rented,59,0,0,Regional,SME,Professional,6.2,7.7,217193,13615,CA-Certificate,0,0,15110,30.9,13.7,389,24,0,3,9,1480170,408426,1.5,140,14,77,4,7,8,1,0,0,0,0,1,0,0,1,3762,1,14696,18458,1.356,3,323931,0,0,0,0.0,1,111566,1,0,485.0,Very Poor,5.0,0.0,6.815,1.88,0.246,0.769,26.5,1,0,0
321156,Pre-approved,Gold,50000,Tier3,GJ,Owned,66,1,3,Regional,SME,Salaried,4.0,8.0,3486941,197550,Form16,0,0,36794,67.8,39.1,647,47,4,4,6,1903977,1244987,1.5,132,7,69,2,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,29803,38,299469,232375,0.407,1,157909,1,0,9.4,Poor,0.546,1.0,0.546,0.357,0.758,0.638,0.7,0,1,95000
321157,Pre-approved,Platinum,150000,Tier2,RJ,Company-provided,115,1,3,Hindi,SME,Business-Owner,0.3,3.0999999999999996,2568543,152058,ITR,0,0,48011,60.7,24.3,750,50,7,3,0,4947948,257398,1.5,188,3,95,1,5,6,0,1,0,0,0,1,1,28888,1,5244,1,7287,41419,0.272,0,0,55,406129,294587,0.871,1,773817,0,0,663.9,Good,1.926,0.728,1.926,0.1,0.809,0.428,5.9,1,1,15000
321158,Branch,Signature,100000,Tier1,MH,Owned,27,1,3,Hindi,Large-Private,Salaried,0.3,0.6,1491477,85267,ITR,1,0,20376,74.2,65.0,502,10,2,0,3,2660971,336116,1.5,83,2,42,0,0,2,1,1,0,0,0,0,1,12557,0,0,1,15682,28239,0.331,3,463284,40,412771,147974,0.231,0,0,0,0,933.4,Very Poor,1.784,0.669,1.784,0.225,0.383,0.462,0.1,0,0,0
321159,DSA,Classic,200000,Tier3,GJ,Owned,70,1,3,Regional,SME,Self-Employed,0.1,1.3,2354390,149878,CA-Certificate,1,0,46335,82.3,42.0,345,57,6,1,0,1512706,879202,1.5,80,34,57,3,5,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,2,314575,26,410363,243126,0.653,1,518495,0,0,524.6,Very Poor,0.643,1.0,0.643,0.373,0.16,0.486,7.0,0,0,0
321160,Pre-approved,Classic,150000,Tier2,TN,Owned,78,0,0,Hindi,PSU,Self-Employed,3.6,4.0,213632,13813,CA-Certificate,0,1,13409,64.7,61.3,556,29,3,0,8,3902552,1757461,1.5,133,21,77,2,3,4,0,0,0,0,1,0,0,0,0,0,1,22612,22612,1.637,3,100821,0,0,0,0.0,1,626285,0,1,125.2,Poor,5.0,0.0,10.0,8.227,0.586,0.588,2.8,0,0,0
321161,Online,Classic,100000,Tier1,RJ,Family-owned,3,1,3,Hindi,Self-Employed,Salaried,3.2,8.0,4623169,278626,Form16,1,0,38000,31.0,13.9,357,46,3,0,0,1765933,837607,1.5,50,14,32,3,3,6,0,0,0,0,0,2,1,47836,0,0,0,0,47836,0.172,4,243745,32,169545,100987,0.453,0,0,0,0,401.7,Very Poor,0.382,0.828,0.382,0.181,0.699,0.633,18.4,0,0,0
321162,DSA,Classic,50000,Tier2,DL,Rented,7,1,4,English,Gig,Salaried,0.6,2.3,2757538,171903,ITR,1,0,40010,76.4,45.2,682,33,4,4,8,4676874,1517600,1.5,88,26,57,4,4,5,0,1,1,0,1,2,0,0,1,7279,0,0,7279,0.042,2,203514,17,66935,23923,0.53,0,0,0,0,732.6,Fair,1.696,0.958,1.696,0.55,0.83,0.868,1.8,0,0,0
321163,Online,Classic,100000,Tier2,MH,Owned,111,1,4,Regional,Self-Employed,Business-Owner,4.7,12.4,4756932,261492,ITR,1,1,272201,88.0,70.7,687,44,4,4,7,2986275,1470663,1.5,21,11,16,2,2,4,1,0,0,0,0,2,0,0,1,13091,0,0,13091,0.05,3,427719,83,296662,194945,0.387,0,0,1,0,635.4,Fair,0.628,0.95,0.628,0.309,0.184,0.565,21.6,0,1,200000
321164,Pre-approved,Classic,25000,Tier3,UP,Owned,0,1,3,English,Self-Employed,Salaried,2.6,3.4000000000000004,333121,19332,Bank-Statement,1,1,17976,84.2,95.2,708,38,6,3,3,4753054,284930,1.5,206,5,105,0,2,4,0,0,0,0,0,0,0,0,0,0,1,6207,6207,0.321,3,304856,30,489835,300234,0.827,0,0,0,1,801.3,Fair,5.0,0.679,10.0,0.855,0.655,0.607,9.1,0,1,30000
321165,Online,Gold,75000,Tier3,Others,Family-owned,112,1,2,Regional,PSU,Salaried,0.8,2.2,2699720,167536,Form16,1,1,176739,56.7,53.7,392,29,0,4,5,1074873,1614618,0.666,101,35,68,1,4,6,1,0,0,0,0,1,0,0,0,0,1,17820,17820,0.106,3,343737,40,56079,26634,0.637,0,0,0,0,7.8,Very Poor,0.398,0.894,0.398,0.598,0.432,0.809,19.4,1,1,85000
321166,Branch,Platinum,200000,Tier3,GJ,Rented,8,1,3,Hindi,Self-Employed,Salaried,7.3,9.3,1272725,69700,ITR,1,0,28427,85.3,59.9,540,29,5,2,3,717601,628197,1.142,185,11,98,2,2,2,1,0,0,1,0,2,0,0,1,26662,1,10532,37194,0.534,0,0,85,487054,170255,0.49,0,0,0,0,559.0,Very Poor,0.564,0.466,0.564,0.494,0.355,0.799,3.6,0,0,0
321167,DSA,Gold,25000,Tier2,Others,Family-owned,115,0,0,English,Govt,Salaried,1.3,6.8999999999999995,314410,20770,ITR,1,0,13195,73.8,79.8,688,48,5,1,3,3613462,1431361,1.5,103,32,67,4,6,10,0,0,0,0,1,0,1,69511,0,0,0,0,69511,2.0,0,0,0,0,0,0.0,0,0,0,0,51.2,Fair,5.0,0.0,10.0,4.553,0.611,0.397,1.7,0,0,0
321168,DSA,Classic,200000,Tier3,TN,Owned,87,1,1,Hindi,Self-Employed,Salaried,1.1,1.4000000000000001,4272370,270746,Bank-Statement,1,0,14261,39.7,88.6,406,39,0,2,2,4354194,691484,1.5,59,34,46,0,0,2,0,0,0,0,0,2,0,0,1,14525,1,10808,25333,0.094,2,286668,10,177230,107029,0.944,0,0,1,0,713.7,Very Poor,1.019,0.906,1.019,0.162,0.728,0.804,12.4,0,0,0
321169,Online,Platinum,200000,Tier3,TN,Owned,92,0,0,Hindi,Self-Employed,Salaried,6.3,7.4,2338668,151437,Form16,0,1,163709,65.2,89.7,686,35,3,1,9,3739586,618922,1.5,41,29,35,4,8,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,3,473802,0,0,0,0.0,0,0,0,0,94.6,Fair,1.599,1.0,1.599,0.265,0.656,0.214,1.6,0,0,0
321170,Pre-approved,Signature,75000,Tier3,KA,Owned,30,1,1,Hindi,Gig,Salaried,4.4,5.5,3254607,191133,Form16,1,0,29283,42.8,17.1,676,6,1,0,2,674254,319473,1.5,9,7,8,0,3,6,0,0,0,0,1,2,1,64654,0,0,1,13088,77742,0.407,0,0,47,479810,158423,0.429,1,762445,0,0,84.0,Fair,0.207,0.593,0.207,0.098,0.714,0.64,1.9,0,0,0
321171,Branch,Gold,50000,Tier2,AP,Rented,102,0,0,Hindi,SME,Salaried,5.4,7.5,898573,51839,CA-Certificate,1,0,41667,66.0,22.9,788,58,6,2,8,2696038,631896,1.5,172,9,90,3,3,3,0,0,0,0,0,2,0,0,1,10482,1,4816,15298,0.295,3,463920,0,0,0,0.0,0,0,0,0,673.1,Excellent,3.0,0.705,3.0,0.703,0.544,0.467,25.3,0,0,0
321172,Branch,Gold,150000,Tier2,TN,Family-owned,36,1,2,Hindi,Large-Private,Business-Owner,3.6,4.4,1539478,100401,Bank-Statement,1,1,101114,65.8,57.6,451,53,7,2,8,394748,117224,1.5,15,9,12,0,3,5,0,0,0,0,0,2,0,0,1,10953,1,23411,34364,0.342,4,34475,98,368283,167787,0.227,0,0,1,0,569.4,Very Poor,0.256,0.658,0.256,0.076,0.934,0.364,4.1,0,0,0
321173,DSA,Platinum,75000,Tier2,Others,Rented,78,0,0,Hindi,Large-Private,Salaried,3.1,5.300000000000001,3225408,214969,Bank-Statement,1,1,205258,34.5,75.8,611,24,6,1,3,370313,1268878,0.292,66,11,38,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,3,253832,0,0,0,0.0,0,0,0,0,448.4,Poor,0.115,1.0,0.115,0.393,0.495,0.118,2.1,0,1,80000
321174,Branch,Classic,75000,Tier3,KA,Owned,7,1,3,Hindi,PSU,Business-Owner,2.3,2.4,1693303,91956,Form16,1,1,100632,75.2,67.9,711,57,6,3,5,477274,1337900,0.357,188,17,102,1,1,5,0,1,0,0,0,1,1,36225,1,26347,1,17205,79777,0.868,0,0,119,354936,150134,0.674,0,0,1,0,831.4,Fair,0.282,0.132,0.282,0.79,0.873,0.751,3.5,1,0,0
321175,DSA,Gold,100000,Tier1,UP,Rented,29,1,1,Hindi,Large-Private,Salaried,0.1,6.699999999999999,242106,14804,Form16,1,0,44596,67.5,87.1,598,30,5,0,5,1884120,1598715,1.179,57,31,44,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,430059,27,39537,23632,0.847,0,0,0,0,173.6,Poor,5.0,1.0,7.782,6.603,0.743,0.57,6.5,0,1,30000
321176,Branch,Classic,150000,Tier2,WB,Rented,64,1,1,Hindi,SME,Business-Owner,0.8,4.4,1348890,87166,ITR,0,0,13484,52.5,51.0,768,22,7,3,4,2917633,1400080,1.5,225,20,122,2,2,3,1,0,0,0,0,2,1,64280,0,0,0,0,64280,0.737,2,435167,7,45178,26484,0.477,0,0,0,0,144.1,Good,2.163,0.263,2.163,1.038,0.497,0.613,14.6,0,1,115000
321177,Pre-approved,Gold,75000,Tier1,MH,Owned,35,1,4,Hindi,Large-Private,Self-Employed,0.3,1.4000000000000001,3440580,225159,Form16,1,1,216156,73.7,42.7,732,59,3,4,8,1434200,514016,1.5,152,27,89,1,4,8,0,0,0,0,0,1,0,0,0,0,1,24145,24145,0.107,4,161793,13,435051,258289,0.661,0,0,0,0,839.5,Good,0.417,0.893,0.417,0.149,0.534,0.631,0.8,0,0,0
321178,DSA,Classic,75000,Tier1,WB,Rented,79,1,3,Hindi,Govt,Salaried,6.6,16.1,3826821,216079,Form16,1,0,6101,89.2,55.9,716,41,5,3,0,1556517,228723,1.5,27,22,24,3,6,7,1,0,0,0,1,2,0,0,0,0,1,10323,10323,0.048,4,142441,109,13541,7668,0.805,0,0,1,0,98.5,Fair,0.407,0.952,0.407,0.06,0.285,0.418,2.8,0,0,0
321179,Online,Signature,200000,Tier3,TN,Rented,101,1,1,Regional,SME,Self-Employed,0.3,1.2,1056378,61921,Form16,1,0,7892,66.7,61.4,665,40,6,2,7,849165,450573,1.5,68,33,50,4,4,8,0,0,0,0,0,1,0,0,0,0,1,5491,5491,0.089,4,207523,86,125107,71115,0.505,0,0,0,0,137.5,Fair,0.804,0.911,0.804,0.427,0.834,0.362,11.8,0,1,10000
321180,Branch,Signature,75000,Tier2,Others,Rented,57,0,0,Hindi,Large-Private,Professional,5.7,11.9,1947551,122391,Form16,1,1,116535,40.1,78.6,811,38,3,3,2,3582320,1889152,1.5,97,24,60,2,4,8,0,0,0,0,0,0,0,0,1,14670,0,0,14670,0.12,2,72710,0,0,0,0.0,0,0,1,1,337.3,Excellent,1.839,0.88,1.839,0.97,0.856,0.563,6.3,0,1,10000
321181,Pre-approved,Classic,200000,Tier2,DL,Owned,73,1,1,Regional,Large-Private,Business-Owner,3.9,5.1,2708406,155104,CA-Certificate,1,1,158026,64.1,75.0,430,38,4,3,5,4066464,1954287,1.5,219,4,111,3,3,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1,437574,55,483419,272564,0.449,0,0,0,0,791.6,Very Poor,1.501,1.0,1.501,0.722,0.662,0.93,41.1,0,0,0
321182,Pre-approved,Gold,150000,Tier1,TN,Rented,116,1,4,Hindi,Large-Private,Salaried,0.2,0.4,3050090,190980,ITR,1,1,186308,31.4,65.8,763,20,2,3,0,1019211,632056,1.5,24,10,17,4,4,5,0,1,1,0,0,0,0,0,1,12333,0,0,12333,0.065,0,0,105,395503,187730,0.394,0,0,0,0,494.6,Good,0.334,0.935,0.334,0.207,0.581,0.802,13.0,0,0,0
321183,Branch,Signature,100000,Tier1,GJ,Rented,13,1,2,English,PSU,Business-Owner,3.6,3.7,2636209,155377,ITR,1,1,142128,92.3,56.9,535,11,2,3,2,854533,1732850,0.493,216,30,123,4,6,7,0,1,0,0,0,0,1,13895,0,0,0,0,13895,0.089,4,293458,89,147675,87877,0.655,0,0,0,0,836.4,Very Poor,0.324,0.911,0.324,0.657,0.947,0.86,7.1,0,1,65000
321184,Online,Classic,100000,Tier3,RJ,Rented,84,1,2,Hindi,Large-Private,Business-Owner,0.5,0.6,3806783,234848,ITR,0,1,226729,77.2,74.7,415,24,7,2,7,1168938,853734,1.369,123,30,76,2,2,3,1,0,1,0,0,2,0,0,1,28137,0,0,28137,0.12,3,458878,35,135337,98174,0.873,0,0,1,0,224.6,Very Poor,0.307,0.88,0.307,0.224,0.056,0.44,8.1,0,1,305000
321185,Pre-approved,Gold,25000,Tier3,GJ,Owned,21,0,0,Hindi,PSU,Salaried,0.9,2.2,4834424,316165,CA-Certificate,1,1,316449,78.6,43.7,304,30,1,2,6,2810496,1143599,1.5,9,7,8,1,4,8,0,0,0,0,0,0,1,13716,0,0,0,0,13716,0.043,1,174316,0,0,0,0.0,0,0,0,0,945.6,Very Poor,0.581,0.957,0.581,0.237,0.678,0.107,16.9,1,1,500000
321186,DSA,Gold,100000,Tier3,AP,Owned,0,0,0,Hindi,Large-Private,Salaried,4.8,6.699999999999999,3214306,189772,Form16,1,1,190540,68.5,75.9,735,22,4,0,1,3919771,779900,1.5,24,5,14,1,3,7,0,0,0,0,0,0,1,65084,0,0,0,0,65084,0.343,4,341456,0,0,0,0.0,1,311587,1,0,396.6,Good,1.219,0.657,1.219,0.243,0.513,0.45,13.7,0,0,0
321187,DSA,Signature,75000,Tier3,MH,Rented,18,1,1,Hindi,PSU,Self-Employed,3.7,6.5,1687351,101168,CA-Certificate,1,1,104653,58.1,34.1,558,10,7,2,0,3806005,833447,1.5,162,2,82,0,2,4,1,0,0,0,0,1,0,0,1,15638,0,0,15638,0.155,0,0,53,397002,200948,0.724,1,192801,1,0,590.6,Poor,2.256,0.845,2.256,0.494,0.341,0.852,0.5,0,1,85000
321188,Online,Classic,150000,Tier2,TN,Owned,93,1,4,English,Large-Private,Self-Employed,0.9,1.7000000000000002,3227527,201029,Form16,1,1,203008,42.9,64.3,305,13,7,1,0,1833906,177796,1.5,49,9,29,4,4,5,0,0,0,0,0,2,1,70744,0,0,0,0,70744,0.352,4,273158,84,313502,147637,0.166,1,652652,0,0,667.1,Very Poor,0.568,0.648,0.568,0.055,0.61,0.743,10.7,0,0,0
321189,Branch,Gold,100000,Tier3,KA,Owned,108,1,4,Hindi,Large-Private,Salaried,1.4,3.0999999999999996,4427802,250564,Bank-Statement,1,1,273116,62.8,43.8,492,45,6,4,1,1258773,1937330,0.65,12,8,10,1,4,6,0,0,0,0,0,2,0,0,1,24908,0,0,24908,0.099,0,0,84,380742,212336,0.636,0,0,1,0,445.1,Very Poor,0.284,0.901,0.284,0.438,0.866,0.621,1.6,0,1,500000
321190,DSA,Classic,500000,Tier2,WB,Family-owned,64,1,4,Hindi,Large-Private,Salaried,0.9,1.1,3513075,220143,ITR,1,0,4149,88.4,31.8,320,9,0,0,6,4602331,1250153,1.5,9,6,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,216906,93,345864,210581,0.62,1,991206,0,0,498.8,Very Poor,1.31,1.0,1.31,0.356,0.562,0.654,22.3,0,0,0
321191,Online,Gold,75000,Tier2,AP,Family-owned,42,1,3,Hindi,SME,Salaried,7.2,8.4,4858208,266982,CA-Certificate,0,0,3218,83.3,41.1,333,44,5,2,4,4994345,613008,1.5,106,22,64,4,6,7,1,0,0,0,0,1,0,0,1,19231,0,0,19231,0.072,2,183439,34,448340,150428,0.733,0,0,0,1,589.8,Very Poor,1.028,0.928,1.028,0.126,0.284,0.801,6.0,0,0,0
321192,DSA,Gold,150000,Tier1,KA,Family-owned,98,0,0,English,Gig,Self-Employed,1.2,2.7,2302798,145924,ITR,1,1,148428,46.4,14.0,743,19,4,3,8,847482,1735991,0.488,139,28,83,1,5,5,1,0,0,0,0,2,0,0,0,0,1,8951,8951,0.061,4,170764,0,0,0,0.0,1,285079,0,1,204.1,Good,0.368,0.939,0.368,0.754,0.15,0.768,5.8,0,0,0
321193,DSA,Platinum,100000,Tier1,DL,Rented,9,0,0,Hindi,Govt,Professional,1.8,6.0,3355426,201323,None,0,0,36814,58.5,71.4,710,55,6,4,8,2941148,541065,1.5,72,16,44,0,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,50521,0,0,0,0.0,0,0,0,0,678.3,Fair,0.877,1.0,0.877,0.161,0.176,0.297,5.8,0,0,0
321194,Branch,Gold,200000,Tier2,TN,Family-owned,114,1,2,English,Large-Private,Salaried,0.6,1.2999999999999998,4147502,232885,Form16,0,1,232066,58.4,53.7,792,20,4,1,0,1332875,1258297,1.059,120,28,74,2,2,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,94,325342,207805,0.519,1,855444,0,1,788.9,Excellent,0.321,1.0,0.321,0.303,0.076,0.756,6.2,0,0,0
321195,DSA,Classic,100000,Tier3,TN,Family-owned,85,1,1,Hindi,Large-Private,Self-Employed,2.3,4.699999999999999,1451261,89991,ITR,1,1,86007,73.2,21.2,498,43,2,3,1,2657493,1782381,1.491,190,29,109,2,6,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,3,207294,57,259364,151718,0.345,0,0,0,0,532.0,Very Poor,1.831,1.0,1.831,1.228,0.902,0.416,1.9,0,0,0
321196,Online,Classic,25000,Tier1,WB,Rented,100,0,0,Hindi,PSU,Self-Employed,4.0,6.3,1901209,115633,ITR,1,1,122933,57.7,34.7,496,35,2,1,0,979392,1263585,0.775,83,12,47,4,7,8,0,0,0,0,0,1,0,0,0,0,1,8136,8136,0.07,0,0,0,0,0,0.0,1,937296,1,0,91.0,Very Poor,0.515,0.93,0.515,0.665,0.802,0.457,1.0,0,1,80000
321197,Pre-approved,Gold,150000,Tier1,KA,Owned,106,1,2,Regional,Govt,Business-Owner,0.6,2.0,1874531,111656,None,1,1,109187,59.9,87.8,757,14,0,3,0,1876238,625848,1.5,213,26,119,4,7,10,0,0,0,0,0,0,1,31262,1,24012,0,0,55274,0.495,1,117571,29,373668,242754,0.875,1,373442,0,0,879.1,Good,1.001,0.505,1.001,0.334,0.744,0.957,21.0,0,0,0
321198,DSA,Classic,50000,Tier2,RJ,Owned,42,1,1,Hindi,Self-Employed,Salaried,1.5,7.4,2842503,178977,None,1,1,162689,65.3,55.4,309,39,4,4,9,2367533,106777,1.5,125,20,72,2,4,8,0,0,0,0,1,0,1,9673,0,0,0,0,9673,0.054,4,345453,23,392002,218657,0.382,1,669623,0,1,264.2,Very Poor,0.833,0.946,0.833,0.038,0.893,0.797,28.2,0,0,0
321199,Pre-approved,Classic,200000,Tier3,Others,Family-owned,72,1,1,English,Large-Private,Business-Owner,0.8,1.0,2796570,160388,Form16,1,1,147697,56.8,9.8,827,34,4,0,4,4845725,79361,1.5,183,31,107,4,8,10,1,0,0,0,0,1,0,0,1,27941,1,17719,45660,0.285,2,184007,6,93043,56924,0.609,1,652749,1,0,352.4,Excellent,1.733,0.715,1.733,0.028,0.163,0.762,11.7,0,0,0
321200,Online,Gold,50000,Tier3,RJ,Family-owned,41,1,3,Hindi,Large-Private,Salaried,2.0,3.3,1046969,59282,None,1,0,15778,81.9,35.2,661,45,2,4,0,4963163,1585781,1.5,64,25,44,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,362163,107,153123,64236,0.415,0,0,0,1,622.9,Fair,4.741,1.0,4.741,1.515,0.818,0.912,14.8,1,0,0
321201,DSA,Signature,50000,Tier2,WB,Owned,34,0,0,English,Self-Employed,Business-Owner,2.7,3.0,3998095,228359,Bank-Statement,1,0,44925,90.5,58.2,621,30,5,0,3,3366360,1632530,1.5,228,3,115,4,6,8,0,0,0,0,0,2,0,0,1,16805,0,0,16805,0.074,0,0,0,0,0,0.0,0,0,0,1,296.6,Poor,0.842,0.926,0.842,0.408,0.654,0.203,1.8,0,0,0
321202,Online,Classic,100000,Tier3,KA,Rented,19,0,0,Hindi,Govt,Salaried,5.8,5.8,2420105,131836,Form16,1,1,137353,73.2,59.2,538,7,2,2,4,4825292,1149431,1.5,237,35,136,3,4,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,814988,1,0,78.7,Very Poor,1.994,1.0,1.994,0.475,0.663,0.326,11.5,0,1,90000
321203,Online,Classic,50000,Tier2,Others,Rented,47,1,4,Hindi,Large-Private,Business-Owner,1.0,1.3,3506232,212076,Form16,1,1,214415,51.5,79.1,722,27,1,4,1,955337,532080,1.5,180,15,97,3,7,7,0,0,0,0,1,1,1,5238,0,0,0,0,5238,0.025,1,331170,57,421862,278096,0.719,1,267545,0,1,377.5,Good,0.272,0.975,0.272,0.152,0.733,0.522,13.4,0,0,0
